A2 / 1 / 1,Ägypten ( / ),Egyiptom,<img src='https://st4.depositphotos.com/1011976/27895/i/380/depositphotos_278958422-stock-photo-caravan-and-the-pyramids.jpg'>
A2 / 1 / 1,China ( / ),Kina,<img src='https://static5.depositphotos.com/1032502/411/i/380/depositphotos_4115283-stock-photo-china-map-with-flag-isolated.jpg'></img>
A2 / 1 / 1,Erlebnis (das / -se),élmény,<img src='https://st.depositphotos.com/1001201/1204/i/380/depositphotos_12042858-stock-photo-businessman-and-professional-success.jpg'></img>
A2 / 1 / 1,Frankreich ( / ),Franciaország,<img src='https://st2.depositphotos.com/1561359/9707/v/380/depositphotos_97079486-stock-illustration-france-travel-concept-map.jpg'></img>
A2 / 1 / 1,Freundschafts-bändchen (das / ),barátság karkötő,<img src='https://st.depositphotos.com/1052036/2896/v/380/depositphotos_28967241-stock-illustration-happy-friendship-day-greetings.jpg'></img>
A2 / 1 / 1,Ghana ( / ),Gána,<img src='https://st3.depositphotos.com/5183619/17732/v/380/depositphotos_177327602-stock-illustration-ghana-flag-country-contour-vector.jpg'></img>
A2 / 1 / 1,Griechenland ( / ),Görögország,<img src='https://st5.depositphotos.com/15076092/67646/i/380/depositphotos_676462108-stock-photo-bell-tower-hilltops-church-oia.jpg'></img>
A2 / 1 / 1,hart ( / ),kemény,<img src='https://st.depositphotos.com/1769672/1315/i/380/depositphotos_13158158-stock-photo-bricklayer-tools.jpg'></img>
A2 / 1 / 1,Holz (das / ),fa,<img src=''></img>
A2 / 1 / 1,Mexiko ( / ),Mexikó,<img src='https://st3.depositphotos.com/1001026/15805/i/380/depositphotos_158050068-stock-photo-mexico-north-america-usa.jpg'></img>
A2 / 1 / 1,Muschel (die / -n),kagyló,<img src='https://st3.depositphotos.com/1020804/17437/i/380/depositphotos_174378180-stock-photo-mussels-on-a-white-background.jpg'></img>
A2 / 1 / 1,Mütze (die / n),sapka,<img src='https://st.depositphotos.com/1807424/61562/i/380/depositphotos_615625658-stock-photo-simple-multiple-clicks-you-may.jpg'></img>
A2 / 1 / 1,Peru ( / ),Peru,<img src='https://static7.depositphotos.com/1217230/710/i/380/depositphotos_7105328-stock-photo-machu-picchu-peru.jpg'></img>
A2 / 1 / 1,Puppe (die / -n),baba,<img src='https://st2.depositphotos.com/3364305/5829/i/380/depositphotos_58298257-stock-illustration-stuffed-soft-sitting-funny-pig.jpg'></img>
A2 / 1 / 1,Russland ( / ),Oroszország,<img src='https://st.depositphotos.com/2853475/3513/i/380/depositphotos_35137263-stock-photo-st-basil-and-red-square.jpg'></img>
A2 / 1 / 1,scharf ( / ),éles,<img src='https://st.depositphotos.com/1006542/1818/i/380/depositphotos_18183229-stock-photo-professional-kitchen-knife.jpg'></img>
A2 / 1 / 1,Schlüsselanhänger (der / -),kulcstartó,<img src='https://st.depositphotos.com/1801119/3561/i/380/depositphotos_35612017-stock-photo-bunch-of-keys-with-red.jpg'></img>
A2 / 1 / 1,Souvenir (das / -s),szuvenír,<img src='https://st2.depositphotos.com/5128971/8727/i/380/depositphotos_87277602-stock-photo-common-african-souvenirs-and-crafts.jpg'></img>
A2 / 1 / 1,Spanien ( / ),Spanyolország,<img src='https://st.depositphotos.com/1018414/2300/i/380/depositphotos_23000044-stock-photo-night-earth-a-piece-of.jpg'></img>
A2 / 1 / 1,Taschenmesser (das / -),zsebkés,<img src='https://static8.depositphotos.com/1040728/935/i/380/depositphotos_9352707-stock-photo-swiss-army-knife.jpg'></img>
A2 / 1 / 1,Tasse (die / -n),csésze,<img src='https://st3.depositphotos.com/16122460/18882/i/380/depositphotos_188828582-stock-photo-cup-with-delicious-hot-coffee.jpg'></img>
A2 / 1 / 1,Trommel (die / -n),dob,<img src='https://st3.depositphotos.com/8640372/14807/i/380/depositphotos_148073293-stock-photo-man-plays-musical-percussion-instrument.jpg'></img>
A2 / 1 / 1,USA (die / ),USA,<img src='https://static9.depositphotos.com/1020341/1109/i/380/depositphotos_11095252-stock-photo-map-of-united-states-of.jpg'></img>
A2 / 1 / 1,weich ( / ),puha,<img src='https://st.depositphotos.com/1670531/2396/i/380/depositphotos_23961381-stock-photo-isolated-teddy-bear-in-different.jpg'></img>
A2 / 1 / 2,Besuch (der / -e),látogatás,<img src='https://static4.depositphotos.com/1024768/391/v/380/depositphotos_3915536-stock-illustration-visit-in-the-middle-of.jpg'></img>
A2 / 1 / 2,ein bisschen ( / ),egy kicsit,<img src='https://st5.depositphotos.com/19645534/70496/i/380/depositphotos_704960408-stock-photo-concept-photo-coming-soon-write.jpg'></img>
A2 / 1 / 2,Flughafen (der / -häfen),repülőtér,<img src='https://st2.depositphotos.com/3591429/7357/i/380/depositphotos_73571131-stock-photo-professional-business-workers.jpg'></img>
A2 / 1 / 2,Laden (der / Läden),bolt,<img src='https://st4.depositphotos.com/2501951/31209/i/380/depositphotos_312094834-stock-photo-zero-waste-food-shopping-metal.jpg'></img>
A2 / 1 / 2,letzte/r/s ( / ),utolsó,<img src='https://static3.depositphotos.com/1001265/127/i/380/depositphotos_1272967-stock-photo-matches-last-chance.jpg'></img>
A2 / 1 / 2,Schifffahrt (die / -en),hajóút,<img src='https://st4.depositphotos.com/13194036/19690/i/380/depositphotos_196903494-stock-photo-aerial-view-white-yacht-sailing.jpg'></img>
A2 / 1 / 2,Stadtrundfahrt (die / -en),városnézés,<img src='https://st3.depositphotos.com/4011263/15692/i/380/depositphotos_156920532-stock-illustration-cliparts-of-travelers-accessories-vacation.jpg'></img>
A2 / 1 / 2,Strand (der / Strände),strand,<img src='https://st3.depositphotos.com/1128150/15416/i/380/depositphotos_154161696-stock-photo-hat-and-other-summer-objects.jpg'></img>
A2 / 1 / 2,Taschengeld (das / ),zsebpénz,<img src='https://st.depositphotos.com/1017986/4981/i/380/depositphotos_49816387-stock-photo-smiling-little-boy-with-piggy.jpg'></img>
A2 / 1 / 2,typisch ( / ),tipikus,<img src='https://st5.depositphotos.com/19645534/70496/i/380/depositphotos_704960408-stock-photo-concept-photo-coming-soon-write.jpg'></img>
A2 / 1 / 2,überall ( / ),mindenhol,<img src='https://static8.depositphotos.com/1472772/965/i/380/depositphotos_9654212-stock-photo-cardboard-boxes-around-the-world.jpg'></img>
A2 / 1 / 2,Werkzeug (das / -e),szerszám,<img src='https://static8.depositphotos.com/1014680/938/i/380/depositphotos_9383344-stock-photo-conctruction-background.jpg'></img>
A2 / 1 / 4,Nest (das / -er),fészek,<img src='https://st.depositphotos.com/3239661/4530/i/380/depositphotos_45304965-stock-photo-four-hungry-baby-sparrows-in.jpg'></img>
A2 / 1 / 6,Aula (die / -s),aula,<img src='https://static3.depositphotos.com/1000951/132/i/380/depositphotos_1328472-stock-photo-white-hall-of-office-centre.jpg'></img>
A2 / 1 / 6,Engel (der / ),angyal,<img src='https://st.depositphotos.com/1906135/2172/i/380/depositphotos_21724619-stock-photo-angel-winged.jpg'></img>
A2 / 1 / 6,Programm (das / -e),program,<img src='https://st.depositphotos.com/1004590/2999/i/380/depositphotos_29990177-stock-photo-html-codes.jpg'></img>
A2 / 1 / 6,Projekt (das / -e),projekt,<img src='https://st.depositphotos.com/1001201/4441/i/380/depositphotos_44418819-stock-photo-business-team-drawing-a-new.jpg'></img>
A2 / 1 / 6,Pyramide (die / -n),piramis,<img src='https://st.depositphotos.com/1702382/2976/i/380/depositphotos_29761935-stock-photo-pyramids-of-giza-cairo.jpg'></img>
A2 / 1 / 6,Raum (der / Räume),terem,<img src='https://st3.depositphotos.com/2249091/12817/i/380/depositphotos_128177110-stock-photo-modern-living-room-interior-with.jpg'></img>
A2 / 1 / 6,Schutzengel (der / -),védőangyal,<img src='https://st2.depositphotos.com/1765199/6775/i/380/depositphotos_67759731-stock-photo-angel-in-the-night-sky.jpg'></img>
A2 / 1 / 6,Stein (der / -e),kõ,<img src='https://st3.depositphotos.com/1043285/19300/i/380/depositphotos_193006864-stock-photo-rock-stone-isolated-white-background.jpg'></img>
A2 / 1 / 6,Werkstatt (die / -stätten),műhely,<img src='https://st3.depositphotos.com/13193658/32106/i/380/depositphotos_321062902-stock-photo-bearded-carpenter-protective-glasses-apron.jpg'></img>
A2 / 1 / 7,äthiopisch ( / ),etióp,<img src='https://st.depositphotos.com/1611297/4816/i/380/depositphotos_48164749-stock-photo-ethiopian-children-hirna-ethiopia.jpg'></img>
A2 / 1 / 9,bleiben ( / ),marad,<img src='https://st5.depositphotos.com/19645534/70496/i/380/depositphotos_704960408-stock-photo-concept-photo-coming-soon-write.jpg'></img>
A2 / 1 / 9,danach ( / ),azután,<img src='https://st5.depositphotos.com/19645534/70496/i/380/depositphotos_704960408-stock-photo-concept-photo-coming-soon-write.jpg'></img>
A2 / 1 / 9,fangen ( / fängt),fog,<img src='https://static9.depositphotos.com/1021029/1078/i/380/depositphotos_10787919-stock-photo-ball-in-hand-and-blue.jpg'></img>
A2 / 1 / 9,Pilz (der / -e),gomba,<img src='https://st2.depositphotos.com/1007514/8608/i/380/depositphotos_86082584-stock-photo-amanita-poisonous-mushroom-isolated.jpg'></img>
A2 / 1 / 9,Restaurant (das / -s),étterem,<img src='https://st3.depositphotos.com/3695509/33631/i/380/depositphotos_336314686-stock-photo-best-friends-sitting-in-restaurant.jpg'></img>
A2 / 1 / 9,See (der / -n),tó,<img src='https://st2.depositphotos.com/1008826/6512/i/380/depositphotos_65121487-stock-photo-sunset-at-belmont-lake-macquarie.jpg'></img>
