animals,frog,béka,<img src="https://media.istockphoto.com/id/859715416/photo/green-frog-isolated-on-white.jpg?s=612x612&w=0&k=20&c=YfPA6vUmzbqKJ343BIKaU8351m6lwVduF_UHZjdJ61o="></img>
animals,pig,malac,<img src="https://media.istockphoto.com/id/140462837/photo/cute-pig-leaning-on-railing-of-his-cot.jpg?s=612x612&w=0&k=20&c=wX4-WVElHzIvfJoppwRZOgHKu3geSc3zReM_17lcwVc="></img>
animals,hen,tyúk,<img src="https://media.istockphoto.com/id/831791190/photo/hen.jpg?s=612x612&w=0&k=20&c=MWCYlBKqBQKHQuuHVfOYdBVXhNJs0yzJ9LnK76qpfqw="></img>
animals,dog,kutya,<img src="https://cdn.pixabay.com/photo/2016/12/13/05/15/puppy-1903313_1280.jpg"></img>
animals,cat,macska,<img src="https://images.pexels.com/photos/45201/kitty-cat-kitten-pet-45201.jpeg"></img>
animals,bird,madár,<img src="https://media.istockphoto.com/id/1307609675/photo/bluebird.jpg?s=612x612&w=0&k=20&c=PdSeFBXLNi2n8vNxDjubRQOsaOw_sJ1w7RhtxjGL5GM="></img>
animals,bee,méh,<img src="https://www.shutterstock.com/image-photo/detail-bee-honeybee-latin-apis-600nw-2418453905.jpg"></img>
animals,bear,medve,<img src="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZsgc2wuC3uULfwT8WWS5OFAeNjBmyaJNtHg&s"></img>
animals,cow,tehén,<img src="https://t3.ftcdn.net/jpg/00/84/09/18/360_F_84091840_8wn1lAJ7jIuYRczt4PRqrrZUoAOoPVrO.jpg"></img>
animals,spider,pók,<img src="https://images.pexels.com/photos/68186/jumping-spider-tarantula-bird-spider-insect-68186.jpeg?cs=srgb&dl=pexels-pixabay-68186.jpg&fm=jpg"></img>
fruits,melon,dinnye,<img src="https://freerangestock.com/sample/152575/a-watermelon-wedges-in-a-bowl.jpg"></img>
fruits,plum,szilva,<img src="https://media.istockphoto.com/id/179265573/photo/fresh-plums-isolated-on-white.jpg?s=612x612&w=0&k=20&c=hQSMX9r0b2Rwzim8npKi62llYv6nTSo_CkbSTm8-khA="></img>
fruits,apple,alma,<img src="https://media.istockphoto.com/id/184276818/photo/red-apple.jpg?s=612x612&w=0&k=20&c=NvO-bLsG0DJ_7Ii8SSVoKLurzjmV0Qi4eGfn6nW3l5w="></img>
fruits,nut,dió,<img src="https://images.pexels.com/photos/1295572/pexels-photo-1295572.jpeg?cs=srgb&dl=pexels-martabranco-1295572.jpg&fm=jpg"></img>
fruits,pear,körte,<img src="https://thumbs.dreamstime.com/b/red-yellow-pear-fruit-leaf-isolated-white-clipping-path-78863322.jpg"></img>
fruits,banana,banán,<img src="https://cdn.pixabay.com/photo/2017/06/27/22/21/banana-2449019_640.jpg"></img>
fruits,orange,narancs,<img src="https://t3.ftcdn.net/jpg/02/01/79/54/360_F_201795443_a16jojvPRiobPC96uO7ePHSNzGVoBLbc.jpg"></img>
fruits,kiwi,kiwi,<img src="https://media.istockphoto.com/id/834807852/photo/whole-kiwi-fruit-and-half-kiwi-fruit-on-white.jpg?s=612x612&w=0&k=20&c=zliUVnZlYPcOxEDYef7PMmOEEODFr8FUkTYqqFVaRG8="></img>
fruits,grapes,szőlő,<img src="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVFlhm1si4Y6wqWVMnaXGvwbXTHg-tbmJLDg&s"></img>
fruits,peach,barack,<img src="https://t3.ftcdn.net/jpg/03/00/59/16/360_F_300591692_sE2Zpz9hoU0H1Klz0JzRw1F74HO7vWne.jpg"></img>
bodyparts,head,fej,<img src="https://st2.depositphotos.com/4556043/7750/i/450/depositphotos_77508784-stock-photo-face-image.jpg"></img>
bodyparts,hair,haj,<img src="https://t4.ftcdn.net/jpg/02/94/18/19/360_F_294181967_ajuzHkrjY4WNANFZSdcWBY0FVPM5dY83.jpg"></img>
bodyparts,nose,orr,<img src="https://media.istockphoto.com/id/641615928/photo/nose-isolated-on-white.jpg?s=612x612&w=0&k=20&c=p-ps_8NubYJJDoghjDg4oiYB6uPI8usLaWnDTD1uUDE="></img>
bodyparts,eyes,szemek,<img src="https://st3.depositphotos.com/13194036/17300/i/450/depositphotos_173001496-stock-photo-eyes.jpg"></img>
bodyparts,ear,fül,<img src="https://t4.ftcdn.net/jpg/00/46/44/93/360_F_46449370_ScSOKwiApgDjepImkjE9CnL4RVKLONHh.jpg"></img>
bodyparts,mouth,száj,<img src="https://plus.unsplash.com/premium_photo-1671656333492-bc2b3192a0d3?fm=jpg&q=60&w=3000&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MXx8bW91dGh8ZW58MHx8MHx8fDA%3D"></img>
bodyparts,teeth,fogak,<img src="https://t3.ftcdn.net/jpg/00/76/81/20/360_F_76812005_PVa8TLQeVIhvqhY3WDsDNizFKdvCvmRA.jpg"></img>
bodyparts,neck,nyak,<img src="https://st3.depositphotos.com/20363444/32296/i/450/depositphotos_322966166-stock-photo-cropped-view-woman-touching-neck.jpg"></img>
bodyparts,shoulder,váll,<img src="https://st2.depositphotos.com/1106973/8767/i/450/depositphotos_87678406-stock-photo-man-with-pain-in-shoulder.jpg"></img>
bodyparts,back,hát,<img src="https://media.istockphoto.com/id/845782494/photo/upper-torso-of-a-fit-muscular-young-man.jpg?s=612x612&w=0&k=20&c=97a3cJISkLDpm3x_wMcMHY79RYea0gabWFHIn-pORsI="></img>
bodyparts,arm,kar,<img src="https://media.istockphoto.com/id/500394897/photo/strong-male-arm-shows-biceps-close-up-photo-isolated-on-white.jpg?s=612x612&w=0&k=20&c=x1ra6okTPnXPIeKNZiuzGBbUjXnJccZed7Th0nOJ-8Y="></img>
bodyparts,elbow,könyök,<img src="https://www.shutterstock.com/image-photo/elbow-asian-woman-white-skin-260nw-1217410258.jpg"></img>
bodyparts,hand,kéz,<img src="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmsposerRgVEdOpnirNMBG7w5Tj6LPsE6rHQ&s"></img>
bodyparts,finger,ujj,<img src="https://st.depositphotos.com/1868027/1975/i/450/depositphotos_19758855-stock-photo-pointing-finger-showing.jpg"></img>
bodyparts,leg,láb,<img src="https://media.istockphoto.com/id/604020424/photo/hairy-man-legs.jpg?s=612x612&w=0&k=20&c=zD7EDWlh1_T6mSysBJVGWMVZ84-f6ciFGxdgkBOS7Ck="></img>
bodyparts,knee,térd,<img src="https://st.depositphotos.com/1319000/1687/i/450/depositphotos_16870001-stock-photo-knees-a-little-child.jpg"></img>
bodyparts,foot,lábfej,<img src="https://media.istockphoto.com/id/156974307/photo/man-foot.jpg?s=612x612&w=0&k=20&c=a7bupV4eHLJvF7QMN39-8ZjwnSk7g-6cB8iTdWvsAwU="></img>
bodyparts,toe,lábujj,<img src="https://media.istockphoto.com/id/152138208/photo/beautiful-female-feet-with-french-pedicure-closeup.jpg?s=612x612&w=0&k=20&c=X4HwQ1cGreyCl9mtMDuTyylkzOI58BYUX4nYho7YUvg="></img>
food,egg,tojás,<img src="https://t4.ftcdn.net/jpg/00/61/26/65/360_F_61266562_MBEkMw3fWWOGcBjIGrEXFmRSAvpudaNp.jpg"></img>
food,pizza,pizza,<img src="https://media.istockphoto.com/id/1442417585/photo/person-getting-a-piece-of-cheesy-pepperoni-pizza.jpg?s=612x612&w=0&k=20&c=k60TjxKIOIxJpd4F4yLMVjsniB4W1BpEV4Mi_nb4uJU="></img>
food,hot dog,hot dog,<img src="https://media.istockphoto.com/id/1130731707/photo/hot-dog-on-white.jpg?s=612x612&w=0&k=20&c=QI_McOEiNf7lcxx_kq7_LUXJIrBWNMlfqdwDK4JcbvY="></img>
food,spaghetti,spagetti,<img src="https://t3.ftcdn.net/jpg/01/09/75/90/360_F_109759077_SVp62TBuHkSn3UsGW4dBOm9R0ALVetYw.jpg"></img>
food,chicken,csirke,<img src="https://www.shutterstock.com/image-photo/homemade-bbq-chicken-drumsticks-wings-600nw-2496984187.jpg"></img>
food,cheese,sajt,<img src="https://media.istockphoto.com/id/1127471287/photo/cheese-on-white.jpg?s=612x612&w=0&k=20&c=m8kJAfayGrBoqKceiwGAq7SaEDrbZCyPzklYOm3_MBk="></img>
food,pie,pite,<img src="https://media.istockphoto.com/id/509009097/photo/delicious-homemade-cherry-pie.jpg?s=612x612&w=0&k=20&c=L9uB0hcTHuZ-fI5GXldYzLgpk_IumkC_Qzi4zOU4BvQ="></img>
food,soup,leves,<img src="https://media.istockphoto.com/id/1092632852/photo/vegetable-soup.jpg?s=612x612&w=0&k=20&c=TLMWC8lshitbk8pONGpblEsmcsBy1wZVQ9jJC92Cvh4="></img>
food,lemonade,limonádé,<img src="https://media.istockphoto.com/id/537228258/photo/mason-jar-glasses-of-homemade-lemonade-on-rustic-wood.jpg?s=612x612&w=0&k=20&c=Cb8WMSL5djmvT1Ob3ROTC43BBKWDZ_wlWuaSYvbVw3Q="></img>
food,mineral water,ásványvíz,<img src="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYs7JGecHAnrwaSEi5RJctbHC65XFLg95QIQ&s"></img>
colours,red,piros,<img src="https://st4.depositphotos.com/1031174/38408/i/450/depositphotos_384085908-stock-photo-red-textured-concrete-wall-background.jpg"></img>
colours,blue,kék,<img src="https://t3.ftcdn.net/jpg/01/91/78/32/360_F_191783282_0TVrx5VrvrkpDHSKdjjI87HkbXJy5TMw.jpg"></img>
colours,green,zöld,<img src="https://t4.ftcdn.net/jpg/02/96/16/07/360_F_296160739_nedGneq7jEQxSpDpT3lNTzRhfT4JYTXB.jpg"></img>
colours,brown,barna,<img src="https://media.istockphoto.com/id/1203375691/photo/worn-brown-marble-or-cracked-concrete-background.jpg?s=612x612&w=0&k=20&c=_FwX6aasJcbILI23MP6LsuSAZ2wd_iKeQzlAVPsDOgg="></img>
colours,yellow,sárga,<img src="https://media.istockphoto.com/id/503308960/photo/yellow-watercolor-painting-background.jpg?s=612x612&w=0&k=20&c=mnmZdNIZ3FNbyzvTwGFS2WwI_dRADVEAyQ1MLIg0qbA="></img>
colours,orange,narancssárga,<img src="https://media.istockphoto.com/id/157483801/photo/fiery-wall-texture.jpg?s=612x612&w=0&k=20&c=sVYvo5SYvu-UJcwtvHU2bjlX4JyCNkrShmq22wVS6lo="></img>
colours,pink,rózsaszín,<img src="https://cdn.pixabay.com/photo/2023/02/01/21/40/pink-7761356_1280.png"></img>
colours,purple,lila,<img src="https://t3.ftcdn.net/jpg/02/25/02/48/360_F_225024841_7b2gkqxIyskWsexHw19gIW9fro1iuOns.jpg"></img>
colours,white,fehér,<img src="https://img.freepik.com/free-photo/white-fabric-texture-background-design-element_53876-107984.jpg?semt=ais_hybrid"></img>
colours,black,fekete,<img src="https://images.pexels.com/photos/2387793/pexels-photo-2387793.jpeg?cs=srgb&dl=pexels-adrien-olichon-1257089-2387793.jpg&fm=jpg"></img>
numbers,one,egy,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number1.jpg"></img>
numbers,two,kettő,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number2.jpg"></img>
numbers,three,három,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number3.jpg"></img>
numbers,four,négy,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number4.jpg"></img>
numbers,five,öt,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number5.jpg"></img>
numbers,six,hat,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number6.jpg"></img>
numbers,seven,hét,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number7.jpg"></img>
numbers,eight,nyolc,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number8.jpg"></img>
numbers,nine,kilenc,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number9.jpg"></img>
numbers,ten,tíz,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number10.jpg"></img>
numbers,eleven,tizenegy,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number11.jpg"></img>
numbers,twelve,tizenkettő,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number12.jpg"></img>
numbers,thirteen,tizenhárom,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number13.jpg"></img>
numbers,fourteen,tizennégy,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number14.jpg"></img>
numbers,fifteen,tizenöt,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number15.jpg"></img>
